subj_id,Status,Started.at,Completed.at,Reviewed.at,Archived.at,Time.taken,Completion.code,Total.approvals,Age,Sex,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
269321,APPROVED,2023-02-20T18:41:03.503000Z,2023-02-20T18:51:18.345000Z,2023-02-20T19:39:56.720000,2023-02-20T18:51:18.658017Z,615,3092805E,1227,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270446,APPROVED,2023-02-22T17:02:43.463000Z,2023-02-22T17:12:25.394000Z,2023-02-26T08:33:24.930000,2023-02-22T17:12:25.864502Z,582,3092805E,398,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269529,APPROVED,2023-02-21T11:54:17.683000Z,2023-02-21T12:11:00.518000Z,2023-02-21T12:11:21.702000,2023-02-21T12:11:00.900883Z,1003,3092805E,590,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
270281,APPROVED,2023-02-22T09:25:32.796000Z,2023-02-22T09:35:29.931000Z,2023-02-22T10:05:04.716000,2023-02-22T09:35:30.318439Z,598,3092805E,543,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269589,APPROVED,2023-02-21T13:34:55.142000Z,2023-02-21T13:44:39.310000Z,2023-02-22T10:04:59.011000,2023-02-21T13:44:39.867215Z,585,3092805E,901,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269567,APPROVED,2023-02-21T13:01:06.449000Z,2023-02-21T13:08:14.177000Z,2023-02-22T10:04:57.788000,2023-02-21T13:08:14.543520Z,428,3092805E,430,37,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269375,APPROVED,2023-02-20T19:38:57.245000Z,2023-02-20T20:16:26.566000Z,2023-02-21T07:10:29.282000,2023-02-20T20:16:26.964412Z,2250,3092805E,1224,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
269590,APPROVED,2023-02-21T13:35:32.083000Z,2023-02-21T13:47:43.367000Z,2023-02-22T10:04:58.919000,2023-02-21T13:47:44.950444Z,732,3092805E,240,22,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
269424,APPROVED,2023-02-21T07:12:22.300000Z,2023-02-21T07:24:54.224000Z,2023-02-21T08:43:42.223000,2023-02-21T07:24:54.641055Z,752,3092805E,1028,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269847,APPROVED,2023-02-21T17:21:03.686000Z,2023-02-21T17:32:38.532000Z,2023-02-22T10:05:01.898000,2023-02-21T17:32:39.408192Z,695,3092805E,1003,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269531,APPROVED,2023-02-21T11:55:05.606000Z,2023-02-21T12:05:40.392000Z,2023-02-21T12:11:21.983000,2023-02-21T12:05:40.719383Z,635,3092805E,653,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
269289,APPROVED,2023-02-20T17:45:24.787000Z,2023-02-20T17:52:58.328000Z,2023-02-20T17:57:47.515000,2023-02-20T17:52:58.888659Z,454,3092805E,696,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
270601,APPROVED,2023-02-23T10:35:06.215000Z,2023-02-23T10:47:45.456000Z,2023-02-26T08:33:26.345000,2023-02-23T10:47:46.760123Z,760,3092805E,525,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269308,APPROVED,2023-02-20T18:17:25.558000Z,2023-02-20T18:32:13.754000Z,2023-02-20T18:33:41.346000,2023-02-20T18:32:17.247907Z,889,3092805E,394,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
