subj_id,Status,Started.at,Completed.at,Reviewed.at,Archived.at,Time.taken,Completion.code,Total.approvals,Age,Sex,Ethnicity.simplified,Country.of.birth,Ethnicity,Nationality,Language,Student.status,Employment.status
235198,APPROVED,2022-11-19T12:47:15.694000Z,2022-11-19T13:04:27.483000Z,2022-11-19T15:52:21.513000,2022-11-19T13:04:27.803258Z,1032,3092805E,0,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235202,APPROVED,2022-11-19T12:50:11.639000Z,2022-11-19T13:09:35.846000Z,2022-11-19T15:52:21.643000,2022-11-19T13:09:36.244806Z,1165,3092805E,539,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235203,APPROVED,2022-11-19T12:50:23.391000Z,2022-11-19T13:44:36.025000Z,2022-11-19T15:52:21.737000,2022-11-19T13:44:36.356753Z,3253,3092805E,572,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
235212,APPROVED,2022-11-19T12:50:28.316000Z,2022-11-19T13:14:54.955000Z,2022-11-19T15:52:21.839000,2022-11-19T13:14:55.345643Z,1467,3092805E,36,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235204,APPROVED,2022-11-19T12:50:29.023000Z,2022-11-19T13:04:21.752000Z,2022-11-19T15:52:21.962000,2022-11-19T13:04:22.154438Z,833,3092805E,155,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
235207,APPROVED,2022-11-19T12:50:45.349000Z,2022-11-19T13:03:07.101000Z,2022-11-19T15:52:22.071000,2022-11-19T13:03:07.414797Z,742,3092805E,1,32,Male,Asian,Hong Kong,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
235206,APPROVED,2022-11-19T12:50:41.504000Z,2022-11-19T13:02:37.716000Z,2022-11-19T15:52:22.170000,2022-11-19T13:02:38.093305Z,717,3092805E,375,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235205,APPROVED,2022-11-19T12:50:41.647000Z,2022-11-19T13:06:32.626000Z,2022-11-19T15:52:22.285000,2022-11-19T13:06:36.569106Z,951,3092805E,262,22,Female,Black,United Kingdom,United Kingdom,Nigeria,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
235213,APPROVED,2022-11-19T12:50:53.617000Z,2022-11-19T13:04:14.855000Z,2022-11-19T15:52:22.383000,2022-11-19T13:04:15.166523Z,802,3092805E,152,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235209,APPROVED,2022-11-19T12:50:52.013000Z,2022-11-19T13:03:00.060000Z,2022-11-19T15:52:22.483000,2022-11-19T13:03:00.418970Z,729,3092805E,503,27,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235219,APPROVED,2022-11-19T12:52:55.954000Z,2022-11-19T13:11:15.256000Z,2022-11-19T15:52:22.579000,2022-11-19T13:11:15.559573Z,1100,3092805E,1098,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235210,APPROVED,2022-11-19T12:50:57.139000Z,2022-11-19T13:03:55.810000Z,2022-11-19T15:52:22.675000,2022-11-19T13:03:56.364796Z,779,3092805E,351,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235218,APPROVED,2022-11-19T12:52:06.050000Z,2022-11-19T13:08:45.605000Z,2022-11-19T15:52:22.785000,2022-11-19T13:08:45.984730Z,1000,3092805E,1091,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
235216,APPROVED,2022-11-19T12:51:13.696000Z,2022-11-19T13:04:25.479000Z,2022-11-19T15:52:22.891000,2022-11-19T13:04:25.818274Z,792,3092805E,181,29,Female,White,Ireland,United Kingdom,Ireland,English,No,Full-Time
235221,APPROVED,2022-11-19T13:00:03.321000Z,2022-11-19T13:14:40.033000Z,2022-11-19T15:52:22.991000,2022-11-19T13:14:40.392315Z,877,3092805E,217,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235228,APPROVED,2022-11-19T13:07:28.721000Z,2022-11-19T13:23:58.172000Z,2022-11-19T15:52:23.100000,2022-11-19T13:23:58.471676Z,990,3092805E,34,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235224,APPROVED,2022-11-19T13:04:17.253000Z,2022-11-19T13:19:02.375000Z,2022-11-19T15:52:23.198000,2022-11-19T13:19:02.749669Z,886,3092805E,17,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235222,APPROVED,2022-11-19T13:04:10.032000Z,2022-11-19T13:16:04.688000Z,2022-11-19T15:52:23.298000,2022-11-19T13:16:05.094329Z,715,3092805E,1074,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235223,APPROVED,2022-11-19T13:04:11.942000Z,2022-11-19T13:30:43.361000Z,2022-11-19T15:52:23.393000,2022-11-19T13:30:43.671816Z,1592,3092805E,356,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235226,APPROVED,2022-11-19T13:04:27.120000Z,2022-11-19T13:21:08.772000Z,2022-11-19T15:52:23.489000,2022-11-19T13:21:09.341422Z,1002,3092805E,145,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235225,APPROVED,2022-11-19T13:04:28.736000Z,2022-11-19T13:18:28.678000Z,2022-11-19T15:52:23.590000,2022-11-19T13:18:29.058947Z,840,3092805E,50,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235229,APPROVED,2022-11-19T13:18:04.168000Z,2022-11-19T13:32:06.742000Z,2022-11-19T15:52:23.690000,2022-11-19T13:32:07.124896Z,843,3092805E,144,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235231,APPROVED,2022-11-19T13:18:05.277000Z,2022-11-19T13:36:14.738000Z,2022-11-19T15:52:23.993000,2022-11-19T13:36:15.215920Z,1090,3092805E,325,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235230,APPROVED,2022-11-19T13:18:06.081000Z,2022-11-19T13:32:46.544000Z,2022-11-19T15:52:24.097000,2022-11-19T13:32:46.947454Z,881,3092805E,388,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
235233,APPROVED,2022-11-19T13:18:06.647000Z,2022-11-19T13:35:11.685000Z,2022-11-19T15:52:24.194000,2022-11-19T13:35:12.078029Z,1026,3092805E,353,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235232,APPROVED,2022-11-19T13:18:18.883000Z,2022-11-19T13:33:09.522000Z,2022-11-19T15:52:24.296000,2022-11-19T13:33:09.975374Z,891,3092805E,319,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235242,APPROVED,2022-11-19T13:19:23.441000Z,2022-11-19T13:32:30.378000Z,2022-11-19T15:52:24.391000,2022-11-19T13:32:30.784335Z,787,3092805E,332,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
235234,APPROVED,2022-11-19T13:18:32.566000Z,2022-11-19T13:41:45.688000Z,2022-11-19T15:52:24.492000,2022-11-19T13:41:46.288623Z,1394,3092805E,68,30,Male,White,Bulgaria,United Kingdom,United Kingdom,English,No,Full-Time
235246,APPROVED,2022-11-19T13:18:30.366000Z,2022-11-19T13:46:52.145000Z,2022-11-19T15:52:24.589000,2022-11-19T13:46:52.516355Z,1702,3092805E,105,23,Prefer not to say,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235241,APPROVED,2022-11-19T13:18:52.336000Z,2022-11-19T13:35:29.801000Z,2022-11-19T15:52:24.689000,2022-11-19T13:35:30.120954Z,998,3092805E,26,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235235,APPROVED,2022-11-19T13:18:34.275000Z,2022-11-19T13:30:31.955000Z,2022-11-19T15:52:24.787000,2022-11-19T13:30:32.354831Z,718,3092805E,65,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
235237,APPROVED,2022-11-19T13:18:38.571000Z,2022-11-19T13:34:29.459000Z,2022-11-19T15:52:24.886000,2022-11-19T13:34:30.401968Z,951,3092805E,840,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235243,APPROVED,2022-11-19T13:18:48.470000Z,2022-11-19T13:33:57.112000Z,2022-11-19T15:52:24.987000,2022-11-19T13:33:57.522392Z,909,3092805E,322,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235240,APPROVED,2022-11-19T13:18:52.259000Z,2022-11-19T13:33:10.111000Z,2022-11-19T15:52:25.086000,2022-11-19T13:33:10.527028Z,858,3092805E,527,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
235247,APPROVED,2022-11-19T13:37:50.110000Z,2022-11-19T13:49:35.023000Z,2022-11-19T15:52:25.184000,2022-11-19T13:49:35.436794Z,705,3092805E,380,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235252,APPROVED,2022-11-19T13:43:51.311000Z,2022-11-19T13:55:34.436000Z,2022-11-19T15:52:25.280000,2022-11-19T13:55:34.830931Z,704,3092805E,1145,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235251,APPROVED,2022-11-19T13:43:53.028000Z,2022-11-19T13:56:56.852000Z,2022-11-19T15:52:25.381000,2022-11-19T13:56:57.253045Z,784,3092805E,265,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
235253,APPROVED,2022-11-19T13:43:53.495000Z,2022-11-19T13:55:53.581000Z,2022-11-19T15:52:25.482000,2022-11-19T13:55:53.905406Z,721,3092805E,998,26,Female,Asian,Hong Kong,United Kingdom,United Kingdom,English,No,Full-Time
235268,APPROVED,2022-11-19T13:43:57.705000Z,2022-11-19T14:01:25.898000Z,2022-11-19T15:52:25.579000,2022-11-19T14:01:26.263553Z,1049,3092805E,259,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235263,APPROVED,2022-11-19T13:45:16.062000Z,2022-11-19T13:59:42.703000Z,2022-11-19T15:52:25.673000,2022-11-19T13:59:43.199571Z,867,3092805E,496,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
235261,APPROVED,2022-11-19T13:44:24.555000Z,2022-11-19T14:03:08.767000Z,2022-11-19T15:52:25.771000,2022-11-19T14:03:09.155396Z,1125,3092805E,791,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235270,APPROVED,2022-11-19T13:44:09.529000Z,2022-11-19T14:01:54.866000Z,2022-11-19T15:52:25.867000,2022-11-19T14:01:55.188041Z,1066,3092805E,115,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235267,APPROVED,2022-11-19T13:47:23.772000Z,2022-11-19T14:02:48.176000Z,2022-11-19T15:52:25.969000,2022-11-19T14:02:48.574263Z,925,3092805E,784,32,Female,Asian,India,United Kingdom,DATA_EXPIRED,English,DATA_EXPIRED,Full-Time
235256,APPROVED,2022-11-19T13:44:11.957000Z,2022-11-19T14:03:40.736000Z,2022-11-19T15:52:26.064000,2022-11-19T14:03:41.122981Z,1169,3092805E,252,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235257,APPROVED,2022-11-19T13:44:14.258000Z,2022-11-19T13:58:30.524000Z,2022-11-19T15:52:26.170000,2022-11-19T13:58:30.902377Z,857,3092805E,393,30,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235258,APPROVED,2022-11-19T13:44:15.058000Z,2022-11-19T13:58:18.305000Z,2022-11-19T15:52:26.274000,2022-11-19T13:58:18.711600Z,844,3092805E,1021,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235260,APPROVED,2022-11-19T13:44:16.290000Z,2022-11-19T14:01:21.005000Z,2022-11-19T15:52:26.375000,2022-11-19T14:01:21.369665Z,1025,3092805E,199,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235265,APPROVED,2022-11-19T13:44:21.062000Z,2022-11-19T13:56:52.833000Z,2022-11-19T15:52:26.475000,2022-11-19T13:56:53.216104Z,752,3092805E,742,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235262,APPROVED,2022-11-19T13:44:58.448000Z,2022-11-19T13:56:01.379000Z,2022-11-19T15:52:26.599000,2022-11-19T13:56:01.746663Z,663,3092805E,639,20,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
235269,APPROVED,2022-11-19T13:48:03.713000Z,2022-11-19T14:12:27.458000Z,2022-11-19T15:52:26.712000,2022-11-19T14:12:28.049940Z,1464,3092805E,1205,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
235309,APPROVED,2022-11-19T15:05:37.715000Z,2022-11-19T15:27:25.424000Z,2022-11-19T15:52:26.808000,2022-11-19T15:27:25.756961Z,1308,3092805E,2323,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235294,APPROVED,2022-11-19T15:04:56.084000Z,2022-11-19T15:18:04.776000Z,2022-11-19T15:52:26.906000,2022-11-19T15:18:05.178805Z,789,3092805E,70,29,Male,Asian,Pakistan,United Kingdom,Hong Kong,English,No,Full-Time
235314,APPROVED,2022-11-19T15:08:03.791000Z,2022-11-19T15:23:02.462000Z,2022-11-19T15:52:27.007000,2022-11-19T15:23:02.866306Z,899,3092805E,624,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235307,APPROVED,2022-11-19T15:05:21.948000Z,2022-11-19T15:27:08.567000Z,2022-11-19T15:52:27.118000,2022-11-19T15:27:08.868797Z,1307,3092805E,318,22,Female,Asian,Brunei Darussalam,United Kingdom,United Kingdom,English,Yes,Other
235296,APPROVED,2022-11-19T15:05:04.067000Z,2022-11-19T15:16:08.448000Z,2022-11-19T15:52:27.221000,2022-11-19T15:16:08.876737Z,665,3092805E,219,30,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235295,APPROVED,2022-11-19T15:05:01.866000Z,2022-11-19T15:18:30.586000Z,2022-11-19T15:52:27.323000,2022-11-19T15:18:30.940716Z,809,3092805E,27,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
235297,APPROVED,2022-11-19T15:05:06.215000Z,2022-11-19T15:18:22.585000Z,2022-11-19T15:52:27.421000,2022-11-19T15:18:23.013297Z,797,3092805E,94,21,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
235302,APPROVED,2022-11-19T15:05:15.220000Z,2022-11-19T15:17:50.881000Z,2022-11-19T15:52:27.520000,2022-11-19T15:17:51.195786Z,756,3092805E,109,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
235300,APPROVED,2022-11-19T15:05:18.622000Z,2022-11-19T15:19:16.265000Z,2022-11-19T15:52:27.620000,2022-11-19T15:19:16.638661Z,838,3092805E,66,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235304,APPROVED,2022-11-19T15:05:20.854000Z,2022-11-19T15:17:43.665000Z,2022-11-19T15:52:27.726000,2022-11-19T15:17:44.010411Z,743,3092805E,112,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235312,APPROVED,2022-11-19T15:05:24.046000Z,2022-11-19T15:42:01.205000Z,2022-11-19T15:52:27.826000,2022-11-19T15:42:01.525751Z,2198,3092805E,464,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235301,APPROVED,2022-11-19T15:05:19.299000Z,2022-11-19T15:17:25.254000Z,2022-11-19T15:52:27.926000,2022-11-19T15:17:25.638373Z,726,3092805E,315,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235303,APPROVED,2022-11-19T15:05:23.581000Z,2022-11-19T15:16:38.281000Z,2022-11-19T15:52:28.030000,2022-11-19T15:16:38.651385Z,675,3092805E,190,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235305,APPROVED,2022-11-19T15:05:26.692000Z,2022-11-19T15:17:15.180000Z,2022-11-19T15:52:28.133000,2022-11-19T15:17:16.332720Z,709,3092805E,192,27,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235311,APPROVED,2022-11-19T15:05:50.547000Z,2022-11-19T15:24:21.574000Z,2022-11-19T15:52:28.236000,2022-11-19T15:24:21.974755Z,1112,3092805E,188,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
235310,APPROVED,2022-11-19T15:05:39.950000Z,2022-11-19T15:23:01.669000Z,2022-11-19T15:52:28.333000,2022-11-19T15:23:02.040072Z,1042,3092805E,776,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235313,APPROVED,2022-11-19T15:06:24.316000Z,2022-11-19T15:20:44.830000Z,2022-11-19T15:52:28.435000,2022-11-19T15:20:45.216005Z,861,3092805E,32,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235319,APPROVED,2022-11-19T15:36:44.231000Z,2022-11-19T15:49:20.972000Z,2022-11-19T15:52:28.530000,2022-11-19T15:49:21.516180Z,757,3092805E,366,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235322,APPROVED,2022-11-19T15:37:09.220000Z,2022-11-19T15:51:29.396000Z,2022-11-19T15:52:28.627000,2022-11-19T15:51:29.806186Z,861,3092805E,45,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235321,APPROVED,2022-11-19T15:38:22.196000Z,2022-11-19T15:51:22.729000Z,2022-11-19T15:52:28.725000,2022-11-19T15:51:23.062317Z,781,3092805E,267,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235323,APPROVED,2022-11-19T15:42:30.223000Z,2022-11-19T15:54:04.362000Z,2022-11-19T18:57:22.483000,2022-11-19T15:54:04.737028Z,695,3092805E,228,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235327,APPROVED,2022-11-19T15:44:33.218000Z,2022-11-19T15:56:59.979000Z,2022-11-19T18:57:22.582000,2022-11-19T15:57:00.291472Z,747,3092805E,852,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
235326,APPROVED,2022-11-19T15:44:39.666000Z,2022-11-19T15:56:38.258000Z,2022-11-19T18:57:22.675000,2022-11-19T15:56:38.651514Z,719,3092805E,428,24,Female,Black,Ethiopia,United Kingdom,United Kingdom,English,No,Full-Time
235329,APPROVED,2022-11-19T16:00:18.665000Z,2022-11-19T16:15:13.646000Z,2022-11-19T18:57:22.778000,2022-11-19T16:15:14.276768Z,895,3092805E,63,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235395,APPROVED,2022-11-20T10:11:09.545000Z,2022-11-20T10:50:55.566000Z,2022-11-20T13:50:56.595000,2022-11-20T10:50:56.067483Z,2387,3092805E,689,32,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235404,APPROVED,2022-11-20T11:57:42.820000Z,2022-11-20T12:12:31.825000Z,2022-11-20T13:50:56.685000,2022-11-20T12:12:32.166405Z,890,3092805E,212,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235403,APPROVED,2022-11-20T11:57:41.926000Z,2022-11-20T12:09:49.227000Z,2022-11-20T13:50:56.774000,2022-11-20T12:09:49.647213Z,728,3092805E,167,21,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
235412,APPROVED,2022-11-20T11:58:52.745000Z,2022-11-20T12:18:13.144000Z,2022-11-20T13:50:56.865000,2022-11-20T12:18:13.467597Z,1161,3092805E,27,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235405,APPROVED,2022-11-20T11:57:57.403000Z,2022-11-20T12:11:36.204000Z,2022-11-20T13:50:56.958000,2022-11-20T12:11:36.524852Z,819,3092805E,109,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235410,APPROVED,2022-11-20T11:58:04.081000Z,2022-11-20T12:15:20.512000Z,2022-11-20T13:50:57.049000,2022-11-20T12:15:20.897229Z,1037,3092805E,97,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235407,APPROVED,2022-11-20T11:58:10.483000Z,2022-11-20T12:16:02.124000Z,2022-11-20T13:50:57.141000,2022-11-20T12:16:02.476608Z,1072,3092805E,314,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235408,APPROVED,2022-11-20T11:58:10.350000Z,2022-11-20T12:13:37.187000Z,2022-11-20T13:50:57.234000,2022-11-20T12:13:37.573103Z,927,3092805E,157,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235409,APPROVED,2022-11-20T11:58:16.514000Z,2022-11-20T12:12:35.651000Z,2022-11-20T13:50:57.329000,2022-11-20T12:12:35.983407Z,860,3092805E,180,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235416,APPROVED,2022-11-20T12:00:20.206000Z,2022-11-20T12:21:51.620000Z,2022-11-20T13:50:57.430000,2022-11-20T12:21:52.587875Z,1292,3092805E,390,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235421,APPROVED,2022-11-20T12:26:58.965000Z,2022-11-20T12:47:14.334000Z,2022-11-20T13:50:57.524000,2022-11-20T12:47:14.685991Z,1216,3092805E,768,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235422,APPROVED,2022-11-20T12:26:59.585000Z,2022-11-20T12:36:58.402000Z,2022-11-20T13:50:57.623000,2022-11-20T12:36:58.779653Z,599,3092805E,29,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235444,APPROVED,2022-11-20T12:30:34.155000Z,2022-11-20T12:50:32.557000Z,2022-11-20T13:50:57.720000,2022-11-20T12:50:33.144657Z,1199,3092805E,1355,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235423,APPROVED,2022-11-20T12:27:01.107000Z,2022-11-20T12:37:11.772000Z,2022-11-20T13:50:57.814000,2022-11-20T12:37:12.273048Z,611,3092805E,59,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235427,APPROVED,2022-11-20T12:27:16.302000Z,2022-11-20T12:38:31.141000Z,2022-11-20T13:50:57.906000,2022-11-20T12:38:31.495683Z,675,3092805E,6,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
235429,APPROVED,2022-11-20T12:27:23.252000Z,2022-11-20T12:42:37.690000Z,2022-11-20T13:50:57.999000,2022-11-20T12:42:38.025354Z,915,3092805E,249,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235426,APPROVED,2022-11-20T12:27:16.433000Z,2022-11-20T12:43:44.890000Z,2022-11-20T13:50:58.093000,2022-11-20T12:43:45.373058Z,989,3092805E,79,18,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235428,APPROVED,2022-11-20T12:27:20.211000Z,2022-11-20T12:45:46.818000Z,2022-11-20T13:50:58.188000,2022-11-20T12:45:47.227782Z,1107,3092805E,54,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235430,APPROVED,2022-11-20T12:27:20.865000Z,2022-11-20T12:40:56.620000Z,2022-11-20T13:50:58.280000,2022-11-20T12:40:57.003750Z,816,3092805E,768,31,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
235432,APPROVED,2022-11-20T12:27:30.258000Z,2022-11-20T12:41:42.198000Z,2022-11-20T13:50:58.372000,2022-11-20T12:41:42.583219Z,852,3092805E,1232,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
235434,APPROVED,2022-11-20T12:27:35.554000Z,2022-11-20T12:44:14.848000Z,2022-11-20T13:50:58.464000,2022-11-20T12:44:15.411974Z,1000,3092805E,625,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
235445,APPROVED,2022-11-20T12:27:50.468000Z,2022-11-20T12:49:44.424000Z,2022-11-20T13:50:58.554000,2022-11-20T12:49:44.715514Z,1314,3092805E,1194,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235435,APPROVED,2022-11-20T12:27:34.958000Z,2022-11-20T12:41:18.574000Z,2022-11-20T13:50:58.641000,2022-11-20T12:41:18.889690Z,824,3092805E,1171,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
235433,APPROVED,2022-11-20T12:27:35.253000Z,2022-11-20T12:43:08.373000Z,2022-11-20T13:50:58.730000,2022-11-20T12:43:08.752983Z,934,3092805E,49,29,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
235436,APPROVED,2022-11-20T12:27:40.532000Z,2022-11-20T12:39:10.641000Z,2022-11-20T13:50:58.820000,2022-11-20T12:39:10.998008Z,691,3092805E,336,20,Male,Asian,Saudi Arabia,United Kingdom,United Kingdom,English,No,Full-Time
235442,APPROVED,2022-11-20T12:27:42.491000Z,2022-11-20T12:38:54.130000Z,2022-11-20T13:50:58.905000,2022-11-20T12:38:54.444849Z,672,3092805E,292,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235437,APPROVED,2022-11-20T12:27:46.052000Z,2022-11-20T12:42:18.427000Z,2022-11-20T13:50:58.992000,2022-11-20T12:42:18.810283Z,873,3092805E,207,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
235438,APPROVED,2022-11-20T12:27:46.644000Z,2022-11-20T12:44:09.506000Z,2022-11-20T13:50:59.087000,2022-11-20T12:44:09.815543Z,983,3092805E,137,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
235439,APPROVED,2022-11-20T12:27:50.489000Z,2022-11-20T12:41:42.109000Z,2022-11-20T13:50:59.183000,2022-11-20T12:41:42.515758Z,832,3092805E,61,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
235443,APPROVED,2022-11-20T12:29:29.355000Z,2022-11-20T12:42:15.983000Z,2022-11-20T13:50:59.276000,2022-11-20T12:42:16.431168Z,767,3092805E,28,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
235469,APPROVED,2022-11-20T12:50:15.926000Z,2022-11-20T13:03:53.581000Z,2022-11-20T13:50:59.369000,2022-11-20T13:03:54.003037Z,818,3092805E,1035,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
235448,APPROVED,2022-11-20T12:48:01.408000Z,2022-11-20T13:01:25.364000Z,2022-11-20T13:50:59.461000,2022-11-20T13:01:25.725376Z,804,3092805E,196,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
